Step Number,Vehicle ID,Vehicle Type,X Coordinate,Y Coordinate,Speed
8,6,DEFAULT_VEHTYPE,2068.990,452.520,3.740
8,7,DEFAULT_VEHTYPE,1501.252,1010.590,2.340
8,8,DEFAULT_VEHTYPE,1.340,393.650,0.000
9,0,DEFAULT_VEHTYPE,1502.025,888.923,12.938
9,1,DEFAULT_VEHTYPE,955.170,1399.648,11.868
9,2,DEFAULT_VEHTYPE,774.732,700.461,13.534
9,3,DEFAULT_VEHTYPE,689.992,697.012,12.071
9,4,DEFAULT_VEHTYPE,1532.452,1090.455,10.173
9,5,DEFAULT_VEHTYPE,260.094,373.775,8.457
9,6,DEFAULT_VEHTYPE,2066.186,457.072,6.154
9,7,DEFAULT_VEHTYPE,1498.773,1013.446,3.782
9,8,DEFAULT_VEHTYPE,0.932,391.641,2.321
9,9,DEFAULT_VEHTYPE,896.560,835.050,0.000
10,0,DEFAULT_VEHTYPE,1492.447,900.104,14.723
10,1,DEFAULT_VEHTYPE,954.124,1387.303,12.389
10,10,DEFAULT_VEHTYPE,920.200,833.410,0.000
10,2,DEFAULT_VEHTYPE,784.561,709.418,13.297
10,3,DEFAULT_VEHTYPE,680.161,687.925,13.389
10,4,DEFAULT_VEHTYPE,1521.054,1093.741,11.862
10,5,DEFAULT_VEHTYPE,250.304,374.597,9.824
10,6,DEFAULT_VEHTYPE,2059.810,457.994,6.476
10,7,DEFAULT_VEHTYPE,1494.687,1018.154,6.233
10,8,DEFAULT_VEHTYPE,3.003,389.283,3.139
10,9,DEFAULT_VEHTYPE,895.259,835.140,1.305
11,0,DEFAULT_VEHTYPE,1482.869,911.286,14.723
11,1,DEFAULT_VEHTYPE,953.055,1374.652,12.697
11,10,DEFAULT_VEHTYPE,918.023,833.561,2.181
11,11,DEFAULT_VEHTYPE,1028.915,1236.768,0.000
11,2,DEFAULT_VEHTYPE,794.455,718.434,13.385
11,3,DEFAULT_VEHTYPE,669.621,678.182,14.352
11,4,DEFAULT_VEHTYPE,1507.452,1097.663,14.156
11,5,DEFAULT_VEHTYPE,237.924,375.636,12.424
11,6,DEFAULT_VEHTYPE,2051.969,458.413,7.853
11,7,DEFAULT_VEHTYPE,1489.460,1024.501,8.094
11,8,DEFAULT_VEHTYPE,6.060,387.868,3.559
11,9,DEFAULT_VEHTYPE,891.385,835.406,3.883
12,0,DEFAULT_VEHTYPE,1473.291,922.468,14.723
12,1,DEFAULT_VEHTYPE,952.019,1362.393,12.303
12,10,DEFAULT_VEHTYPE,913.344,833.885,4.688
12,11,DEFAULT_VEHTYPE,1026.107,1234.227,2.030
12,12,DEFAULT_VEHTYPE,1475.931,838.919,0.000
12,2,DEFAULT_VEHTYPE,804.821,727.880,14.024
12,3,DEFAULT_VEHTYPE,658.892,668.264,14.611
12,4,DEFAULT_VEHTYPE,1492.325,1102.024,15.743
12,5,DEFAULT_VEHTYPE,222.952,376.892,15.024
12,6,DEFAULT_VEHTYPE,2042.801,458.904,9.181
12,7,DEFAULT_VEHTYPE,1481.518,1030.806,9.822
12,8,DEFAULT_VEHTYPE,11.881,387.188,5.861
12,9,DEFAULT_VEHTYPE,886.248,835.761,5.246
13,0,DEFAULT_VEHTYPE,1463.713,933.650,14.723
13,1,DEFAULT_VEHTYPE,950.927,1349.556,12.884
13,10,DEFAULT_VEHTYPE,906.518,834.358,6.840
13,11,DEFAULT_VEHTYPE,1021.919,1232.069,3.463
13,12,DEFAULT_VEHTYPE,1474.557,840.534,2.120
13,13,DEFAULT_VEHTYPE,1431.547,673.096,0.000
13,2,DEFAULT_VEHTYPE,814.419,736.625,12.984
13,3,DEFAULT_VEHTYPE,648.266,658.441,14.469
13,4,DEFAULT_VEHTYPE,1474.985,1107.024,18.047
13,5,DEFAULT_VEHTYPE,205.390,378.366,17.624
13,6,DEFAULT_VEHTYPE,2031.092,459.531,11.726
13,7,DEFAULT_VEHTYPE,1470.576,1033.566,11.145
13,8,DEFAULT_VEHTYPE,20.082,386.226,8.257
13,9,DEFAULT_VEHTYPE,879.135,836.254,7.443
14,0,DEFAULT_VEHTYPE,1454.134,944.831,14.723
14,1,DEFAULT_VEHTYPE,949.854,1337.010,12.593
14,10,DEFAULT_VEHTYPE,898.321,834.924,8.217
14,11,DEFAULT_VEHTYPE,1015.783,1230.438,5.484
14,12,DEFAULT_VEHTYPE,1471.553,843.955,4.552
14,13,DEFAULT_VEHTYPE,1430.275,674.457,1.863
14,14,DEFAULT_VEHTYPE,836.990,853.110,0.000
14,2,DEFAULT_VEHTYPE,823.905,745.269,12.833
14,3,DEFAULT_VEHTYPE,640.946,651.673,9.969
14,4,DEFAULT_VEHTYPE,1456.313,1112.408,19.432
14,5,DEFAULT_VEHTYPE,186.990,379.910,18.465
14,6,DEFAULT_VEHTYPE,2016.960,460.288,14.152
14,7,DEFAULT_VEHTYPE,1458.294,1034.544,12.199
14,8,DEFAULT_VEHTYPE,29.988,385.359,9.943
14,9,DEFAULT_VEHTYPE,869.853,836.898,9.713
15,0,DEFAULT_VEHTYPE,1444.556,956.013,14.723
15,1,DEFAULT_VEHTYPE,948.846,1325.228,11.826
15,10,DEFAULT_VEHTYPE,888.585,835.599,9.759
15,11,DEFAULT_VEHTYPE,1008.040,1232.576,8.033
15,12,DEFAULT_VEHTYPE,1467.373,848.774,6.378
15,13,DEFAULT_VEHTYPE,1427.339,677.598,4.299
15,14,DEFAULT_VEHTYPE,835.820,851.545,1.954
15,15,DEFAULT_VEHTYPE,904.550,834.500,0.000
15,2,DEFAULT_VEHTYPE,833.393,753.915,12.837
15,3,DEFAULT_VEHTYPE,636.929,647.961,5.469
15,4,DEFAULT_VEHTYPE,1435.156,1115.176,21.093
15,5,DEFAULT_VEHTYPE,168.589,381.453,18.465
15,6,DEFAULT_VEHTYPE,2001.144,461.134,15.839
15,7,DEFAULT_VEHTYPE,1446.295,1035.536,11.920
15,8,DEFAULT_VEHTYPE,41.603,384.342,11.659
15,9,DEFAULT_VEHTYPE,862.920,837.665,7.291
16,0,DEFAULT_VEHTYPE,1434.978,967.195,14.723
16,1,DEFAULT_VEHTYPE,947.842,1313.496,11.775
16,10,DEFAULT_VEHTYPE,877.755,836.350,11.326
16,11,DEFAULT_VEHTYPE,998.133,1235.311,10.276
16,12,DEFAULT_VEHTYPE,1461.810,855.187,8.488
16,13,DEFAULT_VEHTYPE,1422.660,682.603,6.851
16,14,DEFAULT_VEHTYPE,833.710,848.216,3.949
16,15,DEFAULT_VEHTYPE,902.124,834.665,2.433
16,2,DEFAULT_VEHTYPE,842.817,763.201,13.267
16,3,DEFAULT_VEHTYPE,636.974,645.162,3.391
16,4,DEFAULT_VEHTYPE,1413.297,1121.478,22.750
16,5,DEFAULT_VEHTYPE,150.189,382.997,18.465
16,6,DEFAULT_VEHTYPE,1983.831,462.061,17.338
16,7,DEFAULT_VEHTYPE,1434.887,1036.479,11.333
16,8,DEFAULT_VEHTYPE,54.950,383.174,13.398
16,9,DEFAULT_VEHTYPE,854.536,839.358,8.800
17,0,DEFAULT_VEHTYPE,1425.400,978.377,14.723
17,1,DEFAULT_VEHTYPE,946.754,1300.786,12.757
17,10,DEFAULT_VEHTYPE,867.998,837.026,10.209
17,11,DEFAULT_VEHTYPE,986.057,1238.645,12.527
17,12,DEFAULT_VEHTYPE,1454.627,863.468,10.959
17,13,DEFAULT_VEHTYPE,1419.005,686.513,5.352
17,14,DEFAULT_VEHTYPE,831.193,843.476,5.371
17,15,DEFAULT_VEHTYPE,898.298,834.925,3.835
17,17,DEFAULT_VEHTYPE,2081.835,456.218,0.000
17,2,DEFAULT_VEHTYPE,844.745,771.557,8.863
17,3,DEFAULT_VEHTYPE,639.903,646.345,3.394
17,4,DEFAULT_VEHTYPE,1389.546,1128.326,24.719
17,5,DEFAULT_VEHTYPE,131.796,384.613,18.465
17,6,DEFAULT_VEHTYPE,1964.467,463.098,19.392
17,7,DEFAULT_VEHTYPE,1422.507,1037.503,12.299
17,8,DEFAULT_VEHTYPE,70.138,381.845,15.246
17,9,DEFAULT_VEHTYPE,848.705,842.727,7.257
18,0,DEFAULT_VEHTYPE,1415.822,989.559,14.723
18,1,DEFAULT_VEHTYPE,945.733,1288.856,11.974
18,10,DEFAULT_VEHTYPE,861.443,837.987,6.928
18,11,DEFAULT_VEHTYPE,972.438,1242.404,14.128
18,12,DEFAULT_VEHTYPE,1445.807,873.634,13.467
18,13,DEFAULT_VEHTYPE,1415.240,691.644,6.456
18,14,DEFAULT_VEHTYPE,830.986,836.091,7.619
18,15,DEFAULT_VEHTYPE,892.911,835.301,5.400
18,17,DEFAULT_VEHTYPE,2079.864,456.419,1.981
18,18,DEFAULT_VEHTYPE,1233.836,546.835,0.000
18,2,DEFAULT_VEHTYPE,839.940,781.045,10.805
18,3,DEFAULT_VEHTYPE,643.438,649.613,4.814
18,4,DEFAULT_VEHTYPE,1363.963,1135.701,26.625
18,5,DEFAULT_VEHTYPE,113.413,386.352,18.465
18,6,DEFAULT_VEHTYPE,1943.289,464.304,21.214
18,7,DEFAULT_VEHTYPE,1410.992,1038.455,11.440
18,8,DEFAULT_VEHTYPE,86.668,380.398,16.593
18,9,DEFAULT_VEHTYPE,844.681,847.738,6.441
19,0,DEFAULT_VEHTYPE,1406.244,1000.740,14.723
19,1,DEFAULT_VEHTYPE,944.730,1277.073,11.826
19,10,DEFAULT_VEHTYPE,852.791,839.409,8.978
19,11,DEFAULT_VEHTYPE,961.906,1247.194,11.713
19,12,DEFAULT_VEHTYPE,1436.859,883.956,13.659
19,13,DEFAULT_VEHTYPE,1417.487,696.954,6.142
19,14,DEFAULT_VEHTYPE,835.547,831.150,6.809
19,15,DEFAULT_VEHTYPE,886.132,835.769,6.897
19,17,DEFAULT_VEHTYPE,2078.211,456.588,1.662
19,18,DEFAULT_VEHTYPE,1233.728,544.498,2.340
19,19,DEFAULT_VEHTYPE,850.259,995.705,0.000
19,2,DEFAULT_VEHTYPE,830.586,790.393,13.232
19,3,DEFAULT_VEHTYPE,648.011,653.841,6.229
19,4,DEFAULT_VEHTYPE,1339.902,1142.638,25.041
19,5,DEFAULT_VEHTYPE,95.030,388.090,18.465
19,6,DEFAULT_VEHTYPE,1921.285,465.409,22.032
19,7,DEFAULT_VEHTYPE,1398.659,1039.475,12.251
19,8,DEFAULT_VEHTYPE,105.505,378.749,18.908
19,9,DEFAULT_VEHTYPE,838.285,848.911,7.008
20,0,DEFAULT_VEHTYPE,1396.666,1011.922,14.723
20,1,DEFAULT_VEHTYPE,943.669,1264.239,12.878
20,10,DEFAULT_VEHTYPE,846.615,845.631,9.083
20,11,DEFAULT_VEHTYPE,953.849,1249.332,8.448
20,12,DEFAULT_VEHTYPE,1427.473,894.785,14.328
20,13,DEFAULT_VEHTYPE,1423.779,702.526,8.405
20,14,DEFAULT_VEHTYPE,841.057,829.988,6.063
20,15,DEFAULT_VEHTYPE,877.783,836.348,8.736
20,17,DEFAULT_VEHTYPE,2078.060,456.604,0.152
20,18,DEFAULT_VEHTYPE,1233.505,539.646,4.858
20,19,DEFAULT_VEHTYPE,850.346,997.624,1.921
20,2,DEFAULT_VEHTYPE,823.695,797.161,9.662
20,20,DEFAULT_VEHTYPE,1028.670,1047.940,0.000
20,3,DEFAULT_VEHTYPE,654.396,659.745,8.696
20,4,DEFAULT_VEHTYPE,1320.166,1148.328,20.541
20,5,DEFAULT_VEHTYPE,76.647,389.827,18.465
20,6,DEFAULT_VEHTYPE,1898.628,466.485,22.682
20,7,DEFAULT_VEHTYPE,1386.610,1040.340,11.963
20,8,DEFAULT_VEHTYPE,125.565,376.993,20.137
20,9,DEFAULT_VEHTYPE,831.635,844.264,8.410
21,0,DEFAULT_VEHTYPE,1387.514,1022.606,14.068
21,1,DEFAULT_VEHTYPE,942.981,1251.535,12.726
21,10,DEFAULT_VEHTYPE,838.900,849.069,9.234
21,11,DEFAULT_VEHTYPE,950.083,1250.331,3.948
21,12,DEFAULT_VEHTYPE,1418.635,904.980,13.490
21,13,DEFAULT_VEHTYPE,1431.556,709.414,10.393
21,14,DEFAULT_VEHTYPE,849.509,830.169,8.539
21,15,DEFAULT_VEHTYPE,867.795,837.040,10.452
21,17,DEFAULT_VEHTYPE,2077.960,456.614,0.101
21,18,DEFAULT_VEHTYPE,1233.204,533.110,6.543
21,19,DEFAULT_VEHTYPE,850.536,1001.850,4.230
21,2,DEFAULT_VEHTYPE,819.705,801.080,5.593
21,20,DEFAULT_VEHTYPE,1030.633,1049.648,2.599
21,21,DEFAULT_VEHTYPE,1132.257,447.601,0.000
21,3,DEFAULT_VEHTYPE,662.128,666.894,10.532
21,4,DEFAULT_VEHTYPE,1304.563,1152.828,16.239
21,5,DEFAULT_VEHTYPE,58.265,391.564,18.465
21,6,DEFAULT_VEHTYPE,1875.815,467.574,22.832
21,7,DEFAULT_VEHTYPE,1374.531,1038.652,12.034
21,8,DEFAULT_VEHTYPE,145.922,375.211,20.435
21,9,DEFAULT_VEHTYPE,830.732,836.610,7.951
22,0,DEFAULT_VEHTYPE,1381.290,1029.873,9.568
22,1,DEFAULT_VEHTYPE,942.467,1237.493,14.052
22,10,DEFAULT_VEHTYPE,831.833,844.535,8.708
22,11,DEFAULT_VEHTYPE,949.781,1250.411,0.317
22,12,DEFAULT_VEHTYPE,1409.638,915.353,13.741
22,13,DEFAULT_VEHTYPE,1441.281,718.025,12.989
22,14,DEFAULT_VEHTYPE,859.320,829.100,9.874
22,15,DEFAULT_VEHTYPE,861.377,838.005,6.787
22,17,DEFAULT_VEHTYPE,2077.935,456.616,0.024
22,18,DEFAULT_VEHTYPE,1232.795,524.229,8.891
22,19,DEFAULT_VEHTYPE,850.806,1007.846,6.002
22,2,DEFAULT_VEHTYPE,816.401,804.395,4.682
22,20,DEFAULT_VEHTYPE,1033.818,1052.420,4.219
22,21,DEFAULT_VEHTYPE,1130.803,447.524,1.456
22,22,DEFAULT_VEHTYPE,1513.571,694.884,0.000
22,3,DEFAULT_VEHTYPE,671.768,675.807,13.129
22,4,DEFAULT_VEHTYPE,1293.300,1156.101,11.739
22,5,DEFAULT_VEHTYPE,39.882,393.302,18.465
22,6,DEFAULT_VEHTYPE,1853.478,468.639,22.363
22,7,DEFAULT_VEHTYPE,1363.565,1033.799,11.850
22,8,DEFAULT_VEHTYPE,166.332,373.424,20.488
22,9,DEFAULT_VEHTYPE,834.170,832.226,5.640
23,0,DEFAULT_VEHTYPE,1377.826,1033.562,5.068
23,1,DEFAULT_VEHTYPE,942.106,1221.614,15.879
23,10,DEFAULT_VEHTYPE,830.361,839.095,5.745
23,11,DEFAULT_VEHTYPE,949.648,1250.446,0.140
23,12,DEFAULT_VEHTYPE,1400.835,925.507,13.438
23,13,DEFAULT_VEHTYPE,1452.935,728.343,15.566
23,14,DEFAULT_VEHTYPE,871.685,828.005,12.424
23,15,DEFAULT_VEHTYPE,853.118,839.347,8.573
23,17,DEFAULT_VEHTYPE,2077.919,456.618,0.016
23,18,DEFAULT_VEHTYPE,1232.308,513.631,10.609
23,19,DEFAULT_VEHTYPE,851.170,1015.926,8.088
23,2,DEFAULT_VEHTYPE,815.383,808.581,5.300
23,20,DEFAULT_VEHTYPE,1038.315,1056.312,5.953
23,21,DEFAULT_VEHTYPE,1126.921,447.319,3.887
23,22,DEFAULT_VEHTYPE,1513.305,692.340,2.559
23,23,DEFAULT_VEHTYPE,844.170,931.804,0.000
23,3,DEFAULT_VEHTYPE,682.509,685.739,14.630
23,4,DEFAULT_VEHTYPE,1286.332,1158.010,7.239
23,5,DEFAULT_VEHTYPE,24.008,394.802,15.945
23,6,DEFAULT_VEHTYPE,1831.124,469.705,22.378
23,7,DEFAULT_VEHTYPE,1353.557,1026.447,12.294
23,8,DEFAULT_VEHTYPE,186.612,371.649,20.357
23,9,DEFAULT_VEHTYPE,838.924,829.440,5.588
24,0,DEFAULT_VEHTYPE,1371.102,1036.836,7.668
24,1,DEFAULT_VEHTYPE,941.738,1203.757,17.857
24,10,DEFAULT_VEHTYPE,832.040,834.391,5.119
24,11,DEFAULT_VEHTYPE,949.633,1250.450,0.016
24,12,DEFAULT_VEHTYPE,1391.695,936.050,13.954
24,13,DEFAULT_VEHTYPE,1464.394,738.482,15.299
24,14,DEFAULT_VEHTYPE,885.203,826.807,13.583
24,15,DEFAULT_VEHTYPE,847.743,844.090,7.504
24,17,DEFAULT_VEHTYPE,2077.917,456.618,0.002
24,18,DEFAULT_VEHTYPE,1231.751,501.542,12.102
24,19,DEFAULT_VEHTYPE,851.621,1025.943,10.026
24,2,DEFAULT_VEHTYPE,820.926,813.699,7.546
24,20,DEFAULT_VEHTYPE,1042.578,1064.247,8.420
24,21,DEFAULT_VEHTYPE,1120.919,447.001,6.011
24,22,DEFAULT_VEHTYPE,1512.860,688.077,4.286
24,23,DEFAULT_VEHTYPE,844.072,929.633,2.173
24,3,DEFAULT_VEHTYPE,692.813,695.264,14.035
24,4,DEFAULT_VEHTYPE,1283.696,1158.733,2.739
24,5,DEFAULT_VEHTYPE,12.614,395.875,11.445
24,6,DEFAULT_VEHTYPE,1808.211,470.797,22.938
24,7,DEFAULT_VEHTYPE,1344.320,1018.873,11.798
24,8,DEFAULT_VEHTYPE,206.287,369.926,19.750
24,9,DEFAULT_VEHTYPE,843.821,830.510,5.053
25,0,DEFAULT_VEHTYPE,1362.603,1033.238,9.243
25,1,DEFAULT_VEHTYPE,941.020,1184.316,19.456
25,10,DEFAULT_VEHTYPE,835.924,830.890,5.267
25,11,DEFAULT_VEHTYPE,949.629,1250.451,0.004
25,12,DEFAULT_VEHTYPE,1382.953,946.133,13.345
25,13,DEFAULT_VEHTYPE,1472.732,745.859,11.131
25,14,DEFAULT_VEHTYPE,898.461,825.633,13.322
25,15,DEFAULT_VEHTYPE,842.805,849.086,7.090
25,17,DEFAULT_VEHTYPE,2077.916,456.618,0.001
25,18,DEFAULT_VEHTYPE,1231.156,488.607,12.949
25,19,DEFAULT_VEHTYPE,852.189,1038.537,12.607
25,2,DEFAULT_VEHTYPE,827.865,820.123,9.455
25,20,DEFAULT_VEHTYPE,1050.064,1070.729,9.902
25,21,DEFAULT_VEHTYPE,1113.127,446.590,7.802
25,22,DEFAULT_VEHTYPE,1512.267,682.399,5.709
25,23,DEFAULT_VEHTYPE,843.864,925.038,4.599
25,25,DEFAULT_VEHTYPE,2715.613,482.603,0.000
25,3,DEFAULT_VEHTYPE,703.205,704.871,14.153
25,4,DEFAULT_VEHTYPE,1283.696,1158.733,0.000
25,5,DEFAULT_VEHTYPE,5.700,396.530,6.945
25,6,DEFAULT_VEHTYPE,1785.345,471.887,22.892
25,7,DEFAULT_VEHTYPE,1336.961,1012.839,9.400
25,8,DEFAULT_VEHTYPE,226.057,368.196,19.845
25,9,DEFAULT_VEHTYPE,850.275,830.094,6.476
26,0,DEFAULT_VEHTYPE,1353.049,1026.031,11.843
26,1,DEFAULT_VEHTYPE,940.296,1164.729,19.603
26,10,DEFAULT_VEHTYPE,841.820,830.218,6.401
26,11,DEFAULT_VEHTYPE,949.628,1250.451,0.000
26,12,DEFAULT_VEHTYPE,1373.913,956.561,13.801
26,13,DEFAULT_VEHTYPE,1478.189,749.402,6.631
26,14,DEFAULT_VEHTYPE,909.784,824.582,11.386
26,15,DEFAULT_VEHTYPE,835.648,848.052,7.469
26,17,DEFAULT_VEHTYPE,2077.916,456.618,0.000
26,18,DEFAULT_VEHTYPE,1230.557,475.576,13.044
26,19,DEFAULT_VEHTYPE,852.732,1050.613,12.087
26,2,DEFAULT_VEHTYPE,832.317,826.052,7.488
26,20,DEFAULT_VEHTYPE,1059.516,1078.917,12.425
26,21,DEFAULT_VEHTYPE,1102.783,446.043,10.359
26,22,DEFAULT_VEHTYPE,1511.499,675.051,7.389
26,23,DEFAULT_VEHTYPE,843.565,918.408,6.635
26,25,DEFAULT_VEHTYPE,2713.317,481.989,2.376
26,26,DEFAULT_VEHTYPE,617.400,1233.511,0.000
26,3,DEFAULT_VEHTYPE,714.092,714.938,14.828
26,4,DEFAULT_VEHTYPE,1283.696,1158.733,0.000
26,5,DEFAULT_VEHTYPE,2.762,394.775,3.523
26,6,DEFAULT_VEHTYPE,1762.599,472.972,22.772
26,7,DEFAULT_VEHTYPE,1332.999,1009.875,4.917
26,8,DEFAULT_VEHTYPE,246.646,366.394,20.667
26,9,DEFAULT_VEHTYPE,858.227,829.197,8.006
27,0,DEFAULT_VEHTYPE,1344.729,1019.209,10.627
27,1,DEFAULT_VEHTYPE,939.563,1144.897,19.847
27,10,DEFAULT_VEHTYPE,849.045,830.215,7.277
27,11,DEFAULT_VEHTYPE,949.628,1250.451,0.000
27,12,DEFAULT_VEHTYPE,1364.611,967.292,14.202
27,13,DEFAULT_VEHTYPE,1483.940,746.189,6.944
27,14,DEFAULT_VEHTYPE,917.290,823.741,7.574
27,15,DEFAULT_VEHTYPE,830.409,840.400,9.734
27,17,DEFAULT_VEHTYPE,2077.916,456.618,0.000
27,18,DEFAULT_VEHTYPE,1229.176,465.576,10.110
27,19,DEFAULT_VEHTYPE,851.626,1063.452,12.939
27,2,DEFAULT_VEHTYPE,835.189,828.763,4.082
27,20,DEFAULT_VEHTYPE,1071.417,1087.237,14.417
27,21,DEFAULT_VEHTYPE,1090.532,445.395,12.268
27,22,DEFAULT_VEHTYPE,1510.559,666.051,9.050
27,23,DEFAULT_VEHTYPE,843.158,909.361,9.056
27,25,DEFAULT_VEHTYPE,2709.464,480.958,3.988
27,26,DEFAULT_VEHTYPE,617.092,1231.684,1.854
27,27,DEFAULT_VEHTYPE,1527.638,980.191,0.000
27,3,DEFAULT_VEHTYPE,724.212,724.292,13.780
27,4,DEFAULT_VEHTYPE,1283.696,1158.733,0.000
27,5,DEFAULT_VEHTYPE,0.632,392.466,3.241
27,6,DEFAULT_VEHTYPE,1740.059,474.046,22.564
27,7,DEFAULT_VEHTYPE,1328.084,1009.886,5.236
27,8,DEFAULT_VEHTYPE,266.204,364.717,19.629
27,9,DEFAULT_VEHTYPE,867.699,828.358,9.517
28,0,DEFAULT_VEHTYPE,1337.758,1013.492,8.905
28,1,DEFAULT_VEHTYPE,938.810,1124.637,20.273
28,10,DEFAULT_VEHTYPE,858.307,829.190,9.321
28,11,DEFAULT_VEHTYPE,949.628,1250.451,0.000
28,12,DEFAULT_VEHTYPE,1355.293,978.036,14.222
28,13,DEFAULT_VEHTYPE,1489.979,739.684,8.876
28,14,DEFAULT_VEHTYPE,921.118,823.312,3.862
28,15,DEFAULT_VEHTYPE,829.926,830.049,10.391
28,17,DEFAULT_VEHTYPE,2077.916,456.618,0.000
28,18,DEFAULT_VEHTYPE,1226.573,459.961,6.213
28,19,DEFAULT_VEHTYPE,847.011,1074.613,12.130
28,2,DEFAULT_VEHTYPE,840.811,829.913,5.874
28,20,DEFAULT_VEHTYPE,1086.356,1091.240,14.789
28,21,DEFAULT_VEHTYPE,1076.693,444.664,13.858
28,22,DEFAULT_VEHTYPE,1509.475,655.670,10.439
28,23,DEFAULT_VEHTYPE,842.661,898.304,11.071
28,25,DEFAULT_VEHTYPE,2703.438,479.347,6.238
28,26,DEFAULT_VEHTYPE,616.538,1228.406,3.324
28,27,DEFAULT_VEHTYPE,1526.442,981.568,1.824
28,28,DEFAULT_VEHTYPE,1042.238,753.943,0.000
28,3,DEFAULT_VEHTYPE,735.159,734.411,14.909
28,4,DEFAULT_VEHTYPE,1283.696,1158.733,0.000
28,5,DEFAULT_VEHTYPE,2.467,389.872,3.241
28,6,DEFAULT_VEHTYPE,1717.128,474.860,22.947
28,7,DEFAULT_VEHTYPE,1324.908,1013.080,4.515
28,8,DEFAULT_VEHTYPE,286.009,363.156,19.968
28,9,DEFAULT_VEHTYPE,879.092,827.349,11.448
29,0,DEFAULT_VEHTYPE,1332.645,1009.657,6.349
29,1,DEFAULT_VEHTYPE,938.063,1104.661,19.989
29,10,DEFAULT_VEHTYPE,869.474,828.201,11.221
29,11,DEFAULT_VEHTYPE,949.628,1250.451,0.000
29,12,DEFAULT_VEHTYPE,1346.091,988.647,14.044
29,13,DEFAULT_VEHTYPE,1497.155,731.953,10.549
29,14,DEFAULT_VEHTYPE,921.245,823.298,0.128
29,15,DEFAULT_VEHTYPE,825.563,822.345,9.194
29,17,DEFAULT_VEHTYPE,2077.916,456.618,0.000
29,18,DEFAULT_VEHTYPE,1220.496,454.229,8.394
29,19,DEFAULT_VEHTYPE,839.438,1084.239,12.260
29,2,DEFAULT_VEHTYPE,848.216,830.299,7.498
29,20,DEFAULT_VEHTYPE,1102.477,1090.554,15.958
29,21,DEFAULT_VEHTYPE,1060.412,443.803,16.304
29,22,DEFAULT_VEHTYPE,1506.877,643.847,12.188
29,23,DEFAULT_VEHTYPE,842.073,885.259,13.061
29,25,DEFAULT_VEHTYPE,2695.276,477.164,8.449
29,26,DEFAULT_VEHTYPE,615.571,1222.680,5.807
29,27,DEFAULT_VEHTYPE,1524.033,984.344,3.676
29,28,DEFAULT_VEHTYPE,1043.187,752.903,1.407
29,3,DEFAULT_VEHTYPE,745.489,743.960,14.067
